,location,total_sqft,bath,bhk,price
10262,Anekal,1200.0,2,2,36.1
10263,Kaval Byrasandra,1025.0,2,2,60.0
10264,Hennur Road,1195.0,2,2,59.0
10265,Whitefield,1012.0,2,2,58.0
10266,Hegde Nagar,1884.0,4,3,118.0
10267,Sarjapura - Attibele Road,1090.0,2,2,37.0
10268,Kathriguppe,1300.0,3,3,77.99
10270,Harlur,1710.0,3,3,85.0
10271,Uttarahalli,1500.0,3,3,68.0
10272,Kodichikkanahalli,1310.0,2,3,53.0
10273,Dommasandra,674.0,1,2,19.9
10274,Hoodi,1350.0,3,3,70.0
10275,other,1464.0,2,3,115.0
10276,Marsur,715.0,2,3,29.0
10277,Electronic City,1400.0,2,3,40.45
10278,Electronic City Phase II,1625.0,2,3,48.75
10279,Electronic City,1065.0,2,2,30.76
10281,other,1385.0,3,3,90.0
10282,CV Raman Nagar,1040.0,2,2,50.0
10283,Haralur Road,1817.0,3,3,110.0
10284,other,1205.0,2,2,47.0
10285,other,1070.0,2,2,33.43
10286,other,1070.0,2,2,52.0
10287,Amruthahalli,1340.0,2,2,75.0
10288,Kalena Agrahara,980.0,2,2,35.0
10289,8th Phase JP Nagar,1006.0,2,2,44.0
10290,Thanisandra,1098.0,2,2,71.0
10291,Mico Layout,1200.0,2,2,53.5
10293,Sarjapur  Road,1019.0,2,2,62.0
10294,Whitefield,1150.0,2,2,40.21
10295,Anekal,1733.5,3,3,120.0
10296,other,1415.0,2,2,120.0
10297,other,1750.0,3,3,58.0
10298,other,1537.0,3,3,81.0
10299,other,1050.0,2,2,45.0
10300,Kanakpura Road,1452.0,3,3,55.6
10301,Domlur,1246.0,2,2,95.0
10302,Yelahanka,1890.0,4,3,85.0
10303,Electronic City Phase II,972.0,2,2,40.0
10306,Electronic City,630.0,1,1,33.7
10308,other,1255.0,2,3,60.0
10309,Ramamurthy Nagar,1900.0,4,4,185.0
10311,Kanakpura Road,1938.0,3,3,92.69
10312,Bannerghatta Road,1711.0,3,3,125.0
10314,CV Raman Nagar,1392.0,2,2,95.0
10315,Haralur Road,1225.0,2,2,77.0
10317,Green Glen Layout,1750.0,3,3,120.0
10318,Subramanyapura,1260.0,2,3,80.0
10319,Sarjapur  Road,691.0,1,1,31.1
10321,Haralur Road,1285.0,2,2,78.0
10322,Hebbal,1590.0,3,3,96.0
10323,9th Phase JP Nagar,1571.0,3,3,65.0
10325,Garudachar Palya,1060.0,2,2,48.66
10326,Hennur,1255.0,2,2,58.0
10327,other,702.0,4,4,65.0
10329,Bannerghatta Road,1520.0,2,3,81.0
10330,Kanakpura Road,1530.0,2,3,70.99
10331,other,1170.0,2,2,45.51
10332,OMBR Layout,1580.0,3,3,75.0
10333,Ardendale,1777.26,3,3,89.0
10334,Raja Rajeshwari Nagar,1303.0,2,2,55.78
10335,Kodichikkanahalli,1680.0,2,2,59.0
10336,Whitefield,1495.0,2,3,70.0
10337,Yelahanka,1835.0,3,3,108.0
10338,Banjara Layout,610.0,3,3,60.0
10339,other,1080.0,2,2,38.0
10340,Electronic City,1025.0,2,2,29.61
10341,Haralur Road,1225.0,2,2,67.48
10342,Balagere,656.0,1,1,34.77
10343,Sarjapur  Road,994.0,2,2,45.0
10344,other,1025.0,2,2,65.0
10345,Marathahalli,1156.0,2,2,52.0
10346,JP Nagar,1250.0,2,2,60.0
10348,Hegde Nagar,1930.0,4,3,122.0
10349,other,1020.0,2,2,70.0
10350,Kumaraswami Layout,1310.0,2,3,70.0
10351,Jalahalli,612.5,1,1,27.565
10352,Kanakpura Road,1322.0,2,2,70.0
10353,Kothanur,1160.0,2,2,57.0
10354,5th Block Hbr Layout,1100.0,2,2,48.0
10355,Lakshminarayana Pura,1720.0,3,3,150.0
10356,Hosur Road,1689.0,3,3,103.0
10357,Chikkalasandra,1090.0,2,2,47.42
10358,KR Puram,2000.0,2,2,75.0
10359,other,1155.0,2,2,69.0
10363,JP Nagar,1125.0,2,2,39.98
10364,Yelahanka,1847.0,3,3,92.0
10365,7th Phase JP Nagar,1515.0,2,3,76.0
10368,Sarjapur  Road,1130.0,2,2,55.0
10369,Bellandur,1049.0,2,2,51.0
10371,Varthur Road,850.0,2,2,25.4
10372,Badavala Nagar,1842.0,3,3,115.0
10374,Jakkur,1282.0,2,2,72.0
10375,Kalena Agrahara,800.0,2,2,40.0
10377,Chandapura,1190.0,2,3,30.35
10378,Magadi Road,1318.0,2,3,68.0
10379,Kanakpura Road,1698.0,2,2,105.0
10380,other,2030.0,2,3,182.0
10381,Kammasandra,1276.0,2,3,31.9
10382,other,1555.0,2,3,67.0
10383,Sarjapur  Road,1881.0,3,3,145.0
10385,Yelahanka,1890.0,3,3,109.0
10387,Old Madras Road,935.0,2,2,32.0
10388,Cox Town,1000.0,2,2,58.0
10389,Singasandra,1510.0,3,3,75.0
10390,Uttarahalli,1120.0,2,2,50.0
10391,Ananth Nagar,930.0,2,2,25.99
10392,Electronic City,1160.0,2,3,42.0
10393,Raja Rajeshwari Nagar,1419.0,2,2,48.1
10394,Talaghattapura,1175.0,2,2,62.0
10395,Bellandur,1350.0,2,3,63.0
10397,Attibele,996.0,2,2,24.9
10398,Anjanapura,1076.0,2,2,30.13
10399,other,2180.0,4,4,115.0
10400,Kasavanhalli,1715.0,3,3,112.0
10401,Hebbal,1072.0,2,2,45.0
10402,Panathur,1230.0,2,2,80.0
10403,Murugeshpalya,1600.0,2,3,65.0
10404,Thanisandra,1411.0,3,3,93.25
10409,Doddathoguru,1208.0,3,3,45.0
10411,Haralur Road,1225.0,2,2,69.84
10412,Hebbal,1162.0,2,2,69.0
10413,Thanisandra,1262.0,2,3,65.0
10414,other,1050.0,2,2,35.0
10415,Electronic City Phase II,1160.0,2,2,33.51
10416,Channasandra,1500.0,3,3,61.95
10417,other,1610.0,3,3,85.0
10418,Whitefield,1340.0,2,2,41.0
10419,Sarjapur  Road,2275.0,4,3,182.0
10420,Budigere,1162.0,2,2,58.0
10421,other,1500.0,2,2,145.0
10423,Hosa Road,1170.0,2,2,65.0
10424,Sarjapur  Road,980.0,2,2,25.0
10425,Channasandra,1800.0,3,3,60.0
10426,Banashankari Stage VI,1423.0,2,3,71.73
10427,Kaggadasapura,1106.0,2,2,40.0
10428,Kereguddadahalli,1105.0,2,2,27.6
10430,other,1255.0,2,2,56.7
10431,Sarjapur  Road,1525.0,2,3,65.0
10432,Babusapalaya,1061.0,2,2,38.95
10433,other,600.0,2,2,29.5
10434,Electronic City Phase II,1400.0,2,3,40.45
10435,Domlur,2100.0,3,3,145.0
10436,Electronic City,660.0,1,2,16.5
10437,Kengeri,633.0,1,2,18.0
10438,Indira Nagar,1260.0,2,2,120.0
10439,ITPL,907.0,2,2,55.43
10440,Hennur Road,2047.0,3,3,67.55
10442,Bellandur,1211.0,2,2,63.0
10443,Hennur Road,1904.0,3,3,129.0
10444,Balagere,1205.0,2,2,73.87
10445,Yeshwanthpur,1164.0,2,2,64.08
10446,other,1410.0,2,2,73.0
10447,other,1150.0,2,2,42.0
10448,other,1170.0,2,2,53.11
10449,Hennur,1420.0,2,2,62.0
10450,Panathur,1125.0,2,2,45.0
10451,NRI Layout,1789.0,3,3,75.0
10452,Hulimavu,1021.0,2,2,76.0
10453,Ananth Nagar,1074.0,2,2,26.85
10454,Kalena Agrahara,1222.0,2,2,48.0
10455,Hennur Road,1981.0,3,3,134.0
10456,Yelachenahalli,1103.0,2,2,55.0
10457,other,1201.0,2,2,65.0
10458,Sarjapur  Road,970.0,2,2,36.0
10459,Sarjapur,920.0,2,2,33.0
10460,Yeshwanthpur,1520.0,3,3,85.0
10462,Sonnenahalli,1268.0,2,3,75.0
10463,other,660.0,1,1,30.0
10464,Harlur,1755.0,3,3,115.0
10465,Hoskote,945.0,2,2,35.0
10466,8th Phase JP Nagar,500.0,1,1,33.0
10468,Bommenahalli,1632.0,3,4,140.0
10469,Rachenahalli,1167.0,2,2,37.5
10470,Domlur,1276.0,2,2,80.0
10471,Thanisandra,1234.0,2,2,51.0
10472,Lakshminarayana Pura,1180.0,2,2,75.0
10473,ISRO Layout,1370.0,2,3,87.0
10474,Chandapura,1015.0,2,2,25.88
10476,Electronic City,1400.0,3,3,90.0
10478,other,1050.0,2,2,40.0
10479,Ramagondanahalli,1251.0,2,2,46.0
10480,Yeshwanthpur,1677.0,3,3,92.13
10481,Sarjapur  Road,1346.0,2,2,67.38
10482,Electronic City Phase II,1090.0,2,2,31.48
10484,Kanakapura,1290.0,2,3,51.1
10486,Sarjapur  Road,1881.0,3,3,145.0
10487,Garudachar Palya,1150.0,2,2,52.0
10490,Kanakpura Road,1200.0,2,3,42.0
10493,other,950.0,2,2,65.0
10494,Bommasandra Industrial Area,1491.0,3,3,40.5
10495,Ramamurthy Nagar,1050.0,2,2,51.66
10496,Hoodi,1660.0,3,3,131.0
10497,Nagavarapalya,1134.0,2,2,55.0
10498,Hebbal,1100.0,2,2,60.0
10499,Magadi Road,800.0,4,4,60.0
10500,Anekal,1200.0,2,2,36.1
10502,other,980.0,3,3,80.0
10503,other,1080.0,2,2,37.8
10504,CV Raman Nagar,705.0,2,1,50.0
10505,other,1200.0,2,3,35.0
10506,Anandapura,1200.0,2,2,50.0
10507,Talaghattapura,1804.0,3,3,127.0
10508,other,750.0,2,2,20.0
10509,other,420.0,1,2,25.0
10511,Battarahalli,1090.0,2,2,38.37
10513,Electronic City,1287.0,3,3,55.0
10514,Thigalarapalya,2215.0,4,3,157.0
10516,Sarjapur  Road,1045.0,2,2,42.15
10517,Hormavu,1263.0,2,2,47.36
10518,Whitefield,1431.0,3,3,85.0
10519,Dommasandra,999.0,2,2,32.9
10520,Vittasandra,1650.0,3,3,85.5
10521,other,1535.0,3,3,72.0
10523,Kanakpura Road,1300.0,3,3,69.0
10525,7th Phase JP Nagar,2095.0,3,3,150.0
10527,Ananth Nagar,500.0,1,1,14.0
10528,other,1265.0,2,2,68.0
10529,Kudlu Gate,1215.0,2,2,44.96
10530,Yelahanka New Town,2200.0,2,2,180.0
10531,Electronics City Phase 1,1028.0,2,2,51.0
10532,Hegde Nagar,1835.0,2,3,92.0
10533,Munnekollal,1800.0,3,3,65.0
10534,1st Phase JP Nagar,2077.0,3,3,175.0
10537,Dasanapura,708.0,2,2,31.15
10538,Basavangudi,1200.0,2,2,120.0
10539,Hosakerehalli,925.0,2,2,46.25
10541,Kanakpura Road,458.0,1,1,33.66
10545,Amruthahalli,1450.0,2,3,90.0
10546,Kasavanhalli,1100.0,2,2,65.0
10547,Kadubeesanahalli,1185.0,2,2,55.0
10548,9th Phase JP Nagar,1900.0,4,4,80.0
10549,TC Palaya,1200.0,2,2,70.0
10550,other,660.0,1,1,35.0
10551,Ambedkar Nagar,1920.0,4,3,121.0
10555,Bhoganhalli,1205.0,2,2,68.32
10556,Haralur Road,1200.0,2,2,46.0
10557,Akshaya Nagar,1421.0,2,3,73.0
10558,6th Phase JP Nagar,1250.0,3,3,48.9
10559,Whitefield,524.0,1,1,29.0
10561,Thubarahalli,1540.0,3,3,90.0
10562,Sarjapur  Road,984.0,2,2,45.91
10563,Rachenahalli,985.0,2,2,50.17
10565,other,1140.0,2,2,60.0
10567,Begur Road,1410.0,2,3,44.42
10568,Raja Rajeshwari Nagar,1700.0,2,3,86.0
10569,Devanahalli,1360.0,2,2,62.425
10571,Dasarahalli,1333.0,2,2,86.65
10572,Electronic City,1258.0,2,2,85.5
10573,other,1458.0,2,3,87.0
10574,Electronic City,1386.0,2,2,85.0
10575,Electronic City Phase II,1140.0,2,2,32.92
10576,Electronic City,550.0,1,1,27.0
10577,Lakshminarayana Pura,1200.0,2,2,83.0
10578,other,1081.0,2,2,39.0
10579,Whitefield,2135.0,3,4,149.0
10581,other,1178.0,2,2,80.0
10582,Devarachikkanahalli,991.0,2,2,40.0
10583,Gottigere,1493.0,2,3,90.0
10585,Kammasandra,1080.0,2,2,31.99
10586,Dasanapura,814.0,2,2,53.0
10587,Electronic City,1025.0,2,2,50.0
10588,Bannerghatta Road,1115.0,2,2,61.0
10591,Whitefield,1760.0,3,3,160.0
10595,other,1175.0,2,2,52.86
10597,KR Puram,1100.0,2,2,45.0
10599,Banashankari,1450.0,2,2,50.75
10600,6th Phase JP Nagar,1810.0,3,3,131.0
10601,Gunjur Palya,1426.0,2,3,71.0
10603,Kalyan nagar,1100.0,2,2,70.0
10604,Electronic City Phase II,650.0,1,1,35.0
10605,Old Madras Road,1350.0,3,3,47.25
10606,Kaikondrahalli,900.0,2,2,27.0
10607,Billekahalli,1360.0,2,2,110.0
10608,Yeshwanthpur,674.0,1,1,36.85
10609,Whitefield,1655.0,3,3,110.0
10610,other,1300.0,2,2,95.0
10611,other,936.0,1,1,53.0
10612,other,1277.0,2,2,92.0
10613,other,1200.0,2,2,54.0
10614,Hormavu,1015.0,2,2,39.08
10615,Budigere,1153.0,2,2,60.0
10616,Kengeri,1035.0,2,2,51.5
10618,Uttarahalli,1150.0,2,2,46.0
10619,Malleshwaram,1020.0,2,2,80.0
10621,8th Phase JP Nagar,1160.0,2,2,95.0
10622,Bisuvanahalli,1075.0,2,3,31.0
10623,Brookefield,1225.0,2,2,72.0
10625,other,1600.0,2,2,160.0
10627,Nagappa Reddy Layout,1350.0,3,3,60.0
10628,Kanakpura Road,1300.0,3,3,69.0
10629,Channasandra,830.0,2,2,36.28
10630,Hennur Road,1155.0,2,2,69.18
10632,Jalahalli,905.0,2,2,55.0
10633,Vijayanagar,1375.0,2,3,75.0
10634,other,1575.0,2,2,31.11
10635,Electronic City,1140.0,2,2,33.84
10636,Hormavu,1550.0,2,3,60.0
10637,Kannamangala,957.0,2,2,55.0
10638,9th Phase JP Nagar,890.0,2,2,45.0
10640,Electronic City,1070.0,2,2,55.0
10643,Rachenahalli,925.0,2,2,37.0
10644,Kammasandra,1415.0,2,2,60.0
10646,Thanisandra,1225.0,2,2,37.0
10647,Hennur Road,2000.0,4,4,90.0
10648,Whitefield,840.0,1,1,57.0
10650,Thanisandra,1732.0,3,3,112.0
10651,Parappana Agrahara,1200.0,1,1,45.0
10652,Bhoganhalli,1260.0,2,2,69.9
10653,other,1092.0,2,2,49.0
10654,other,827.0,2,2,34.0
10655,Horamavu Banaswadi,1357.0,2,2,54.0
10656,Chamrajpet,650.0,1,2,40.0
10657,7th Phase JP Nagar,1370.0,2,3,54.79
10658,Whitefield,1725.0,3,3,106.0
10659,Jalahalli,1000.0,2,2,70.0
10660,TC Palaya,1350.0,1,1,55.0
10662,Bellandur,1717.0,3,3,110.0
10663,Kanakpura Road,700.0,2,2,34.0
10664,other,800.0,2,2,32.0
10666,Sonnenahalli,1415.0,2,3,65.0
10667,7th Phase JP Nagar,1976.0,3,3,145.0
10668,Kambipura,883.0,2,2,37.01
10669,Yelahanka,700.0,1,1,38.0
10670,Sarjapur,1445.0,3,3,50.0
10671,Battarahalli,2082.0,3,3,104.0
10672,HSR Layout,1140.0,2,2,46.0
10673,Thanisandra,933.0,2,2,66.0
10675,Electronic City Phase II,1155.0,2,2,57.0
10676,Whitefield,1130.0,2,2,36.0
10677,Bannerghatta,1200.0,2,2,73.2
10678,other,1055.0,2,2,43.0
10679,Rajaji Nagar,1555.0,3,3,125.0
10680,Bellandur,1420.0,3,3,62.0
10682,Devanahalli,658.0,1,1,26.91
10683,Bhoganhalli,896.9,2,2,78.74
10685,KR Puram,1035.0,2,2,40.0
10687,other,1839.0,3,3,160.0
10688,Begur Road,1200.0,2,2,44.0
10689,Yelahanka New Town,488.0,1,1,20.0
10692,Gunjur Palya,993.0,2,2,42.0
10693,Hoodi,1225.0,2,2,45.0
10694,TC Palaya,900.0,2,2,55.0
10696,Sompura,825.0,2,2,32.0
10699,Electronic City Phase II,1800.0,3,3,92.0
10701,Kanakpura Road,1167.0,2,2,63.0
10702,Sarjapur,1150.0,2,2,41.0
10703,other,650.0,1,1,50.0
10704,Sarjapur  Road,675.0,1,1,27.0
10705,other,2260.0,3,2,90.0
10706,other,720.0,1,1,32.39
10708,Yelahanka New Town,1100.0,2,2,58.0
10709,other,550.0,1,2,20.0
10710,Uttarahalli,1330.0,2,3,58.0
10714,Banashankari,1770.0,3,3,108.0
10715,Prithvi Layout,2100.0,3,3,125.0
10716,Pai Layout,1000.0,2,2,42.0
10719,Kanakpura Road,1419.59,2,3,65.0
10720,Kodihalli,1400.0,3,3,81.0
10721,Horamavu Agara,750.0,2,2,37.49
10722,Bannerghatta,1070.0,2,2,87.0
10723,Kannamangala,1536.0,3,3,107.0
10726,Sarjapur  Road,1773.5,2,3,102.92
10727,Electronic City,1342.0,2,2,72.0
10728,other,1600.0,3,3,130.0
10729,Kanakapura,938.0,1,1,50.0
10730,Budigere,1820.0,3,3,99.0
10732,Kanakpura Road,1665.0,3,3,78.0
10733,Basavangudi,1850.0,3,3,150.0
10734,Bommanahalli,1091.0,2,2,40.0
10735,Sarjapur  Road,1346.0,2,2,74.03
10738,JP Nagar,1060.0,2,2,33.95
10739,Whitefield,1059.0,2,2,57.0
10740,Hebbal,1299.0,2,2,97.0
10741,Yelahanka,1491.0,3,3,85.0
10742,Basaveshwara Nagar,1200.0,2,2,85.0
10744,Hulimavu,581.0,1,1,29.0
10745,other,1296.0,2,2,70.0
10746,other,1125.0,2,2,55.0
10747,Electronic City,1275.0,3,3,70.0
10748,Kothanur,1095.0,2,2,55.0
10750,Old Madras Road,1330.0,2,2,74.0
10751,Marathahalli,1135.0,2,2,60.0
10752,Whitefield,516.0,1,1,39.0
10753,other,1194.0,2,2,51.0
10755,Electronic City,770.0,1,2,38.0
10757,Chikkalasandra,1355.0,3,3,54.2
10761,Whitefield,1116.0,2,2,51.91
10762,Bhoganhalli,1707.0,3,3,115.0
10764,Sultan Palaya,1070.0,2,2,49.0
10766,Tumkur Road,1240.0,2,3,83.0
10767,JP Nagar,1300.0,2,2,91.65
10768,Ambalipura,1700.0,2,2,76.0
10769,Yeshwanthpur,1383.0,2,3,76.18
10771,Electronic City,1200.0,2,2,34.65
10772,Hulimavu,935.0,2,2,45.0
10773,Thigalarapalya,2072.0,4,3,151.0
10775,Jalahalli,615.0,1,1,46.0
10776,KR Puram,1116.0,2,2,45.0
10777,Whitefield,1639.0,3,3,107.0
10778,Marathahalli,1839.0,3,3,130.0
10779,other,1300.0,2,2,63.0
10780,Horamavu Agara,625.0,1,1,27.0
10781,Thanisandra,933.0,1,1,61.0
10782,Hosur Road,2289.0,3,3,180.0
10783,Ramamurthy Nagar,2316.0,3,3,125.0
10784,Electronic City,1005.0,2,2,39.77
10785,Horamavu Agara,1080.0,2,2,38.0
10787,Vishwapriya Layout,910.0,2,2,36.0
10788,Hormavu,1200.0,2,2,73.0
10789,Electronic City,1110.0,2,2,39.9
10790,Kothanur,1142.0,2,2,56.0
10793,AECS Layout,1005.0,2,2,55.0
10794,other,1626.6,3,3,133.0
10795,Kothanur,1074.0,2,2,54.0
10796,Basavangudi,1230.0,2,2,80.0
10797,Electronic City,660.0,1,2,23.0
10798,other,1007.0,2,2,48.0
10800,Whitefield,1820.0,3,3,113.0
10801,Basapura,1100.0,2,2,60.0
10802,other,1348.0,2,2,100.0
10803,Kasavanhalli,1230.0,2,2,66.25
10804,Horamavu Agara,1176.0,2,3,37.62
10805,Uttarahalli,1590.0,3,3,57.0
10806,Frazer Town,1200.0,2,2,78.0
10807,other,1298.0,2,2,65.0
10808,Hosa Road,1161.0,2,2,55.15
10811,Kothanur,1285.0,2,2,60.0
10812,Electronic City,1644.0,3,3,92.59
10813,Kasavanhalli,1819.0,3,3,150.0
10814,1st Phase JP Nagar,1205.0,2,2,85.0
10816,Uttarahalli,1050.0,2,2,42.0
10817,Raja Rajeshwari Nagar,1270.0,2,2,62.0
10818,9th Phase JP Nagar,1240.0,2,3,39.89
10819,Jigani,1221.0,3,3,70.0
10820,other,840.0,2,3,35.0
10821,Kanakpura Road,1339.0,2,2,63.0
10823,Haralur Road,1315.0,2,2,85.0
10824,Raja Rajeshwari Nagar,1250.0,2,2,68.0
10825,Bisuvanahalli,850.0,2,2,27.0
10826,7th Phase JP Nagar,1600.0,2,3,110.0
10827,Electronic City,1250.0,2,2,62.0
10828,other,1312.0,2,3,56.5
10830,Electronic City Phase II,1300.0,2,2,28.0
10831,Whitefield,1990.0,3,3,98.0
10832,other,760.0,2,2,38.5
10834,Kadugodi,1614.0,2,3,59.0
10836,other,1182.0,2,3,60.1
10837,other,1053.0,2,2,46.29
10839,Gubbalala,2000.0,3,3,125.0
10840,Electronic City Phase II,1940.0,4,3,116.0
10841,Hennur Road,1590.0,3,3,105.0
10842,other,1035.0,2,2,52.79
10843,Kothanur,1075.0,2,2,53.0
10844,TC Palaya,900.0,2,2,55.0
10845,Raja Rajeshwari Nagar,1260.0,2,3,62.0
10847,Thanisandra,1702.0,3,3,107.0
10848,Bisuvanahalli,1080.0,2,3,65.0
10849,Kasavanhalli,1189.0,2,2,45.0
10850,Tumkur Road,1035.0,2,2,39.0
10851,Hennur Road,1200.0,2,2,36.0
10854,Kanakpura Road,1300.0,3,3,69.0
10855,Yelahanka,1330.0,2,2,93.65
10856,Kaggalipura,1210.0,2,3,65.0
10857,Chikkalasandra,1350.0,2,3,54.2
10858,Kaval Byrasandra,1900.0,2,3,65.0
10859,Ambedkar Nagar,1935.0,4,3,125.0
10860,other,1410.0,3,3,90.0
10861,Narayanapura,1469.0,2,2,99.14
10862,Varthur,986.0,2,2,30.0
10863,other,1460.0,2,3,87.0
10864,other,1260.0,2,3,85.05
10865,Chandapura,1345.0,2,3,39.5
10866,Panathur,980.0,2,2,57.0
10867,Kudlu Gate,1164.0,2,2,75.0
10868,Subramanyapura,929.0,1,2,51.0
10869,Kundalahalli,1065.0,2,2,70.0
10870,Budigere,1172.0,2,2,56.725
10872,Electronic City,1020.0,2,2,30.27
10873,Gunjur,1362.0,3,3,62.63
10874,Yeshwanthpur,672.0,1,1,36.85
10875,Brookefield,1746.0,3,3,115.0
10876,Electronic City,1025.0,2,2,29.6
10877,Harlur,1532.0,2,2,65.0
10878,other,1200.0,2,3,120.0
10879,Ganga Nagar,1250.0,2,2,65.0
10880,Thanisandra,1188.0,2,2,39.0
10882,Marathahalli,1170.0,2,2,85.0
10883,other,1800.0,3,3,150.0
10884,other,1000.0,2,2,35.0
10888,Babusapalaya,1061.0,2,2,34.0
10889,KR Puram,1290.0,2,2,69.0
10890,Sarjapur,1200.0,2,2,42.6
10891,Bharathi Nagar,1120.0,2,2,39.29
10892,Electronic City,418.0,1,1,12.0
10893,Sarjapur,1333.0,3,3,50.0
10894,Sarjapur  Road,1691.0,3,3,119.0
10895,Thanisandra,747.0,1,1,34.355
10897,Thanisandra,2030.0,4,3,125.0
10898,Balagere,1012.0,2,2,70.0
10899,Kudlu,1245.0,2,3,60.0
10900,7th Phase JP Nagar,1765.0,3,3,118.0
10901,Gottigere,1110.0,2,2,36.25
10902,other,967.0,2,2,47.8
10903,Sarjapur,1044.0,2,2,36.0
10904,Brookefield,1518.0,3,3,80.0
10905,KR Puram,1300.0,2,3,57.0
10906,other,1798.0,3,3,73.0
10907,KR Puram,866.28,2,2,36.38
10909,Singasandra,1179.0,2,2,56.0
10911,Uttarahalli,1125.0,2,2,48.0
10912,other,2098.0,3,3,210.0
10914,Haralur Road,1976.0,3,3,92.0
10915,5th Phase JP Nagar,1190.0,2,2,61.8
10917,Jakkur,1761.0,3,3,84.52
10918,Cooke Town,1700.0,3,3,120.0
10919,Ramamurthy Nagar,900.0,4,4,70.0
10920,Electronic City,1128.0,2,2,64.8
10921,other,2000.0,3,3,85.0
10922,Electronic City,1220.0,2,3,35.25
10923,other,509.0,1,1,20.0
10924,Ambedkar Nagar,1852.0,4,3,122.0
10925,Varthur,1045.0,2,2,40.65
10927,Marathahalli,1102.0,2,2,53.67
10928,other,1800.0,3,4,82.0
10929,Hebbal Kempapura,1436.0,2,3,75.0
10930,other,1397.0,2,3,52.0
10931,Kothanur,1140.0,2,2,56.0
10932,Balagere,645.0,1,1,55.0
10935,other,2050.0,3,3,135.0
10936,Sarjapur  Road,1335.0,2,2,95.0
10937,other,2100.0,1,2,200.0
10938,Hebbal,1255.0,3,3,77.68
10939,Thanisandra,1140.0,2,2,59.0
10941,Thanisandra,663.0,1,1,46.0
10943,Kanakpura Road,1450.0,3,3,60.9
10944,Kodichikkanahalli,1400.0,3,3,66.0
10945,other,1339.0,2,2,53.56
10946,Electronic City,1220.0,2,3,35.23
10948,other,1305.0,2,2,52.0
10949,Green Glen Layout,1740.0,3,3,80.0
10950,Anekal,680.0,1,2,21.0
10951,Bannerghatta Road,1154.0,2,2,47.0
10952,Munnekollal,1200.0,2,2,40.0
10953,Hennur,1155.0,2,2,54.5
10954,Sarjapur  Road,1525.0,2,3,63.0
10957,Padmanabhanagar,1100.0,2,2,60.0
10958,Hormavu,1250.0,2,2,65.0
10959,Kothanur,1400.0,2,2,70.0
10960,other,1600.0,3,3,100.0
10961,Electronic City,1060.0,2,2,55.0
10962,Horamavu Banaswadi,1272.0,2,2,50.0
10963,Kanakpura Road,1296.0,2,2,105.0
10965,Karuna Nagar,1945.0,3,3,115.0
10966,Chandapura,1033.0,2,3,30.47
10967,other,2300.0,2,3,69.0
10968,Gunjur Palya,1235.0,2,2,52.76
10970,other,850.0,2,2,42.5
10971,Subramanyapura,1880.0,3,3,110.0
10973,Kenchenahalli,1060.0,2,2,52.0
10974,Hennur Road,2041.0,3,3,138.0
10976,Vasanthapura,1037.0,2,2,36.28
10977,other,1150.0,2,2,39.0
10978,LB Shastri Nagar,1184.0,2,2,62.0
10979,Sarjapur  Road,1680.0,3,3,126.0
10980,Thanisandra,1411.0,3,3,100.0
10982,Kanakpura Road,900.0,2,2,41.0
10984,Thanisandra,1702.0,3,3,120.0
10985,Yelahanka,1185.0,2,2,45.0
10986,Kanakpura Road,1300.0,3,3,64.0
10987,other,1545.0,3,3,65.0
10988,6th Phase JP Nagar,1515.0,2,3,135.0
10989,Jigani,1300.0,3,3,55.0
10990,JP Nagar,1107.0,2,2,57.0
10991,Old Madras Road,1720.0,3,3,106.0
10992,other,1540.0,3,3,150.0
10993,Bannerghatta Road,1000.0,2,2,44.5
10994,Electronic City,710.0,1,1,40.42
10995,Thanisandra,1100.0,2,2,38.0
10998,Bannerghatta Road,1250.0,2,2,48.0
11000,Hegde Nagar,1584.01,3,3,104.0
11003,Kaggadasapura,1485.0,2,3,70.0
11004,Hennur Road,1100.0,2,3,78.0
11005,8th Phase JP Nagar,1245.0,2,2,59.0
11006,Hennur Road,1880.0,4,4,154.0
11008,other,1050.0,2,2,45.0
11010,Bannerghatta Road,1640.0,3,3,105.0
11011,other,1165.0,2,2,65.0
11012,Kengeri Satellite Town,1110.0,2,2,43.0
11017,Haralur Road,1300.0,2,2,75.0
11018,other,1200.0,1,2,42.0
11019,Yelahanka,1500.0,2,2,12.75
11020,Hennur Road,1232.0,2,2,69.61
11021,Jalahalli,1704.0,3,3,94.36
11022,7th Phase JP Nagar,1275.0,2,3,88.0
11023,Sarjapur  Road,1222.0,2,3,68.0
11024,Varthur,1155.0,2,2,39.0
11025,Electronic City,1000.0,2,2,29.95
11026,Horamavu Banaswadi,1200.0,2,2,45.0
11027,Yelahanka,1517.0,3,3,71.28
11028,Horamavu Agara,1166.0,2,2,37.29
11029,Electronic City,870.0,2,2,24.0
11033,Whitefield,1345.0,3,3,58.0
11034,Dommasandra,900.0,3,3,75.0
11036,Chandapura,971.0,2,3,38.0
11037,Hennur,1255.0,2,2,52.32
11038,EPIP Zone,1810.0,2,2,65.0
11039,other,1300.0,2,2,58.0
11040,Thanisandra,1185.0,2,2,45.0
11041,Pattandur Agrahara,1350.0,2,2,68.0
11042,Budigere,1590.0,3,3,76.16
11044,Brookefield,1560.0,3,4,149.0
